iter	Logloss
1512	0.487278348
1513	0.4871485461
1514	0.4870874957
1515	0.4870251553
1516	0.4869560528
1517	0.4868264103
1518	0.4867994647
1519	0.4866914967
1520	0.4866604462
1521	0.4866026557
1522	0.4865845456
1523	0.4865286385
1524	0.486467985
1525	0.4864624492
1526	0.4864319956
1527	0.4863309977
1528	0.4862764796
1529	0.4861955216
1530	0.4861491343
1531	0.4860874905
1532	0.4860423129
1533	0.4859674034
1534	0.4859528721
1535	0.4859214175
1536	0.4858681305
1537	0.4857735817
1538	0.4857390243
1539	0.4855584362
1540	0.4855464855
1541	0.4854736287
1542	0.4854190507
1543	0.4853785
1544	0.4853007393
1545	0.4852279763
1546	0.4851754233
1547	0.4851506011
1548	0.4850324202
1549	0.4849944469
1550	0.4849414195
1551	0.4848757956
1552	0.4848526907
1553	0.4848268904
1554	0.4847873696
1555	0.4847664283
1556	0.4846637007
1557	0.4846403117
1558	0.4845989889
1559	0.484531993
1560	0.4845037601
1561	0.484459914
1562	0.4844038846
1563	0.48438871
1564	0.4843389955
1565	0.4842797069
1566	0.4841947112
1567	0.4840599233
1568	0.4839943848
1569	0.4839787232
1570	0.4839255927
1571	0.4838615874
1572	0.4838115647
1573	0.4837696373
1574	0.4836289218
1575	0.4835470224
1576	0.4835290599
1577	0.483442691
1578	0.4833698919
1579	0.4833073922
1580	0.4832636927
1581	0.4832176859
1582	0.4830608167
1583	0.4830411105
1584	0.4829715243
1585	0.4829572262
1586	0.4829284158
1587	0.4828812664
1588	0.4827927582
1589	0.48276009
1590	0.4827306333
1591	0.4826631793
1592	0.482633473
1593	0.4826237693
1594	0.4825832989
1595	0.4825026398
1596	0.482480048
1597	0.4824358992
1598	0.4824221306
1599	0.4823747263
1600	0.4823400972
1601	0.4822937596
1602	0.4821920659
1603	0.4821237655
1604	0.4820843607
1605	0.4820578599
1606	0.482049955
1607	0.4820267532
1608	0.481953737
1609	0.4818301218
1610	0.4817665305
1611	0.4817391158
1612	0.4817063605
1613	0.481692556
1614	0.4816320229
1615	0.481551662
1616	0.4815001045
1617	0.4814712903
1618	0.4814124255
1619	0.4812998144
1620	0.4812975859
1621	0.4812858217
1622	0.4812020941
1623	0.4811183336
1624	0.4810579565
1625	0.4810442964
1626	0.4809968962
1627	0.4809438374
1628	0.4809204541
1629	0.4808569351
1630	0.480828835
1631	0.4807551129
1632	0.480742555
1633	0.4805969102
1634	0.4805786364
1635	0.4805535548
1636	0.4805175515
1637	0.4804960224
1638	0.4804514551
1639	0.4804003567
1640	0.4802869028
1641	0.4802792072
1642	0.4802091981
1643	0.4801054085
1644	0.480083119
1645	0.4799926635
1646	0.4799142587
1647	0.4798764624
1648	0.4798559671
1649	0.4798134234
1650	0.4797441304
1651	0.4797094835
1652	0.4796682544
1653	0.4796418615
1654	0.4795855065
1655	0.4795704779
1656	0.4795493066
1657	0.4794894264
1658	0.4794640784
1659	0.4794280857
1660	0.4794112625
1661	0.4793919651
1662	0.4793274464
1663	0.4792589721
1664	0.4792472057
1665	0.4792230227
1666	0.479138929
1667	0.479097464
1668	0.4790700359
1669	0.4790596269
1670	0.4790315445
1671	0.4789368977
1672	0.4788973949
1673	0.4788605056
1674	0.4788080082
1675	0.4787756304
1676	0.478729059
1677	0.4786665893
1678	0.4785869994
1679	0.4785043844
1680	0.4784241317
1681	0.4783205361
1682	0.4782178229
1683	0.4782119467
1684	0.4781334878
1685	0.4780755502
1686	0.478007537
1687	0.4779308476
1688	0.4778719827
1689	0.4778109961
1690	0.4777980757
1691	0.4776609037
1692	0.4775905625
1693	0.4775739243
1694	0.4775352715
1695	0.4775050143
1696	0.4774301953
1697	0.4773750648
1698	0.4773283392
1699	0.4772373842
1700	0.4771621317
1701	0.4771589732
1702	0.4770863355
1703	0.4770720417
1704	0.4770116438
1705	0.4769630167
1706	0.4769220132
1707	0.4768310562
1708	0.4767291403
1709	0.4766816023
1710	0.4766534621
1711	0.4766164401
1712	0.4765851913
1713	0.4765410002
1714	0.476446662
1715	0.4763412459
1716	0.4762784159
1717	0.4762455531
1718	0.4761652645
1719	0.4761275415
1720	0.4760586967
1721	0.4759656444
1722	0.4759326017
1723	0.475874854
1724	0.4758378273
1725	0.4758044881
1726	0.4757902404
1727	0.4756533324
1728	0.4755308823
1729	0.4755109111
1730	0.475478608
1731	0.475368747
1732	0.4753458775
1733	0.4752876343
1734	0.4752483713
1735	0.4752361933
1736	0.4752240566
1737	0.4751780989
1738	0.4751544596
1739	0.475066413
1740	0.4750319539
1741	0.4748499277
1742	0.4748029289
1743	0.4747230296
1744	0.4746518003
1745	0.4746433924
1746	0.4746174419
1747	0.4745870506
1748	0.4745760368
1749	0.4745681597
1750	0.4745263226
1751	0.4743798161
1752	0.4743173542
1753	0.4742676583
1754	0.4742374725
1755	0.4742230442
1756	0.4741794931
1757	0.4741715174
1758	0.4740930866
1759	0.4740241462
1760	0.4740201024
1761	0.4740060399
1762	0.4739959499
1763	0.4739733826
1764	0.4739605608
1765	0.473893828
1766	0.4738694189
1767	0.4738149227
1768	0.4737469949
1769	0.4737332938
1770	0.4736787072
1771	0.4736498619
1772	0.4735278806
1773	0.4734521258
1774	0.4734303615
1775	0.4733639612
1776	0.4732774135
1777	0.4732588989
1778	0.4731961396
1779	0.4730561095
1780	0.4729766308
1781	0.4729416443
1782	0.4729038774
1783	0.4727734933
1784	0.4727110592
1785	0.4726887938
1786	0.472651719
1787	0.4726401484
1788	0.4725815934
1789	0.4725486276
1790	0.4724724177
1791	0.4723745536
1792	0.472326494
1793	0.4722007394
1794	0.472128159
1795	0.4720620881
1796	0.4719999155
1797	0.4719788364
1798	0.4719223075
1799	0.4718628689
1800	0.4717908077
1801	0.4717192173
1802	0.4716707032
1803	0.4715869855
1804	0.4715628777
1805	0.471527286
1806	0.4714806746
1807	0.4714299028
1808	0.4714105278
1809	0.4713965931
1810	0.4713221014
1811	0.4712766687
1812	0.4712073355
1813	0.4711634807
1814	0.4710968709
1815	0.4710735832
1816	0.4710271574
1817	0.4710202018
1818	0.4709552668
1819	0.470943294
1820	0.4708454592
1821	0.4708241263
1822	0.4707846321
1823	0.4707053772
1824	0.4706786824
1825	0.4706700513
1826	0.4705978164
1827	0.4705622451
1828	0.4705058427
1829	0.4704896371
1830	0.4704320861
1831	0.4703512891
1832	0.4703178913
1833	0.4702912315
1834	0.4702596437
1835	0.4702460209
1836	0.4702262458
1837	0.4701878277
1838	0.4700136804
1839	0.4699726848
1840	0.4699461969
1841	0.4699171822
1842	0.4699113617
1843	0.4698883546
1844	0.4697671084
1845	0.4696660635
1846	0.4696160194
1847	0.4695881948
1848	0.4695702363
1849	0.4695430324
1850	0.4695201293
1851	0.4695175818
1852	0.4695107003
1853	0.469459458
1854	0.4693975578
1855	0.4693560374
1856	0.4693507498
1857	0.4692702278
1858	0.4691866712
1859	0.4691790014
1860	0.4691640373
1861	0.4691122294
1862	0.4689841701
1863	0.4689405585
1864	0.468922441
1865	0.4688987378
1866	0.4688428211
1867	0.4688206616
1868	0.4687044261
1869	0.4686201452
1870	0.4685651042
1871	0.4685590902
1872	0.4684561385
1873	0.4684501407
1874	0.4684085111
1875	0.4683845025
1876	0.4683371715
1877	0.4683153189
1878	0.468274248
1879	0.4682256658
1880	0.4681996311
1881	0.4680949093
1882	0.4680291559
1883	0.4679654694
1884	0.4679327525
1885	0.4678477909
1886	0.4678373932
1887	0.4677713524
1888	0.4676542855
1889	0.4676003392
1890	0.4675922687
1891	0.4675854456
1892	0.4675563329
1893	0.4674794736
1894	0.4674363041
1895	0.4673443504
1896	0.4672853329
1897	0.4672100929
1898	0.4671992528
1899	0.4671749284
1900	0.4670874876
1901	0.4670519909
1902	0.466999586
1903	0.4669906674
1904	0.4669739576
1905	0.4669587443
1906	0.4668841572
1907	0.4668273052
1908	0.4668069916
1909	0.4667763002
1910	0.4667514366
1911	0.4666915028
1912	0.4666580667
1913	0.4666362929
1914	0.4666182246
1915	0.4665402384
1916	0.4664933761
1917	0.4664097962
1918	0.4663981072
1919	0.4662830085
1920	0.4662263538
1921	0.4662025377
1922	0.4661832893
1923	0.4661339656
1924	0.4661139201
1925	0.4660432689
1926	0.466016263
1927	0.4659530374
1928	0.4658778434
1929	0.4657813212
1930	0.465749998
1931	0.4657106475
1932	0.4657062194
1933	0.4656899094
1934	0.4656405259
1935	0.4656090971
1936	0.4655935259
1937	0.4655720354
1938	0.4655674307
1939	0.4655271134
1940	0.465472989
1941	0.4654347261
1942	0.4654059118
1943	0.4653755462
1944	0.465310482
1945	0.4652979742
1946	0.4651737464
1947	0.4650774436
1948	0.4649649521
1949	0.4648914251
1950	0.4648617695
1951	0.4648051319
1952	0.4647963545
1953	0.4647149585
1954	0.4646787415
1955	0.4645971932
1956	0.4645547726
1957	0.464541727
1958	0.4644861835
1959	0.4644398756
1960	0.4643983776
1961	0.4643688479
1962	0.464354513
1963	0.4643073883
1964	0.4642770584
1965	0.4642279479
1966	0.4641961024
1967	0.4641944401
1968	0.4641658071
1969	0.4641004898
1970	0.4640028875
1971	0.4639777432
1972	0.4639108462
1973	0.4639045882
1974	0.4638732601
1975	0.4637591339
1976	0.4637430642
1977	0.4637233888
1978	0.4637190767
1979	0.4636912341
1980	0.4636725389
1981	0.4636344865
1982	0.4636157957
1983	0.4635559674
1984	0.463523273
1985	0.4634396236
1986	0.4634068052
1987	0.4633959643
1988	0.463361462
1989	0.4633071857
1990	0.4632348607
1991	0.4632049021
1992	0.4631682301
1993	0.4631202901
1994	0.4630970287
1995	0.4630592489
1996	0.4630484633
1997	0.4630051573
1998	0.4629963398
1999	0.4628863744
